isic_id,h1_correct_dropconnect,h2_correct_dropconnect,h1_correct_dropout,h2_correct_dropout,h1_correct_duq,h2_correct_duq,h1_correct_ensemble,h2_correct_ensemble,h1_correct_flipout,h2_correct_flipout,h1_tier,h2_tier
ISIC_0028036,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028059,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028069,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0028088,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028091,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0028116,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0028118,0,0,1,1,1,1,1,1,1,1,1,1
ISIC_0028131,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028138,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028163,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028197,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0028219,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0028224,0,0,1,1,1,1,1,1,1,1,1,1
ISIC_0028235,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028247,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028255,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028298,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028323,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028330,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028355,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028363,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028367,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028369,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028404,1,1,1,1,0,0,0,0,0,0,3,3
ISIC_0028409,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028412,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028434,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028487,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028491,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028496,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0028536,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028565,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028591,1,1,1,1,1,0,1,1,0,0,1,2
ISIC_0028595,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028597,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028609,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028611,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0028628,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0028648,0,0,1,1,1,1,1,1,1,0,1,2
ISIC_0028666,0,0,0,0,0,0,1,1,0,1,4,3
ISIC_0028684,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028729,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028730,0,1,0,0,0,1,0,1,1,1,4,1
ISIC_0028796,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028804,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028808,1,1,1,1,0,0,1,0,0,0,2,3
ISIC_0028813,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028839,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028875,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028899,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028905,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028918,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028934,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028940,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028942,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028960,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0028980,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029019,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029031,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0029045,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029080,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0029113,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029128,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029203,1,1,1,1,1,0,1,1,0,0,1,2
ISIC_0029217,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0029219,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029236,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029241,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029257,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0029286,0,0,0,0,1,1,1,1,1,1,2,2
ISIC_0029289,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029305,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029322,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029335,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029338,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029341,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029399,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029400,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029414,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029451,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029456,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029473,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029483,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029488,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029511,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029532,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029573,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029597,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029631,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029650,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029651,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029656,1,1,1,0,1,0,0,0,1,1,1,3
ISIC_0029666,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0029673,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029679,1,1,0,0,1,1,1,1,1,0,1,2
ISIC_0029714,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029733,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029748,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029763,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029768,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029773,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0029782,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029783,1,1,1,1,0,0,1,1,0,0,2,2
ISIC_0029789,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0029804,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029826,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0029828,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029866,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029918,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029925,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029926,1,0,1,1,1,1,1,1,1,1,0,1
ISIC_0029931,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0029953,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029963,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029974,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029984,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0029996,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030003,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030029,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030039,1,1,1,1,1,0,1,1,1,0,0,2
ISIC_0030050,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030088,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030091,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030099,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030107,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0030126,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0030157,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030166,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030172,1,1,1,1,0,1,1,1,0,0,2,1
ISIC_0030175,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0030184,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030202,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030206,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030231,1,1,1,1,1,1,1,0,0,0,1,2
ISIC_0030235,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030247,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030249,0,0,1,0,1,1,1,1,1,0,1,3
ISIC_0030255,0,0,0,0,0,1,1,1,0,0,4,3
ISIC_0030279,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030283,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030291,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030295,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030300,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030314,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030329,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0030366,1,1,1,1,0,0,0,0,0,1,3,2
ISIC_0030376,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030394,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030399,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030417,0,0,1,1,1,1,1,1,1,1,1,1
ISIC_0030483,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030489,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030498,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030506,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030533,1,1,1,1,0,0,1,1,0,0,2,2
ISIC_0030535,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030543,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030547,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030560,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030567,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0030582,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030589,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030592,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0030604,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030608,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0030633,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030713,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030715,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030745,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030759,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0030762,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030778,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030779,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030794,1,0,1,1,1,1,1,1,1,1,0,1
ISIC_0030832,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030834,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030847,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030858,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030859,1,1,1,1,1,1,1,0,1,1,0,1
ISIC_0030867,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030879,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030893,1,1,1,1,1,0,1,1,1,1,0,1
ISIC_0030905,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030909,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030924,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030943,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0030947,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031001,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0031014,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031015,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0031029,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0031036,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031039,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031080,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031082,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031100,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031144,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031154,1,1,0,1,1,1,1,1,0,0,2,1
ISIC_0031159,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031160,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031177,1,1,1,1,0,1,1,1,1,1,1,0
ISIC_0031213,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031215,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031223,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031226,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031236,1,0,1,1,1,1,1,1,1,1,0,1
ISIC_0031263,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031305,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031314,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0031328,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031341,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031362,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031389,1,1,0,1,0,0,0,0,1,1,3,2
ISIC_0031395,1,1,0,0,0,0,0,0,0,0,4,4
ISIC_0031396,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031400,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031420,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031442,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031491,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031492,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031517,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031534,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031563,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0031573,0,0,1,1,0,1,0,0,0,0,4,3
ISIC_0031584,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0031602,1,1,1,1,0,1,0,0,0,0,3,2
ISIC_0031616,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031629,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031640,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031644,1,1,1,1,1,1,1,0,1,1,0,1
ISIC_0031650,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031680,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031699,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031765,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031795,1,1,1,1,0,1,1,1,0,1,2,0
ISIC_0031796,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0031813,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031817,1,1,1,1,1,1,1,0,1,1,0,1
ISIC_0031830,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031852,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0031886,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031901,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0031967,1,1,1,1,0,0,0,0,0,0,3,3
ISIC_0031968,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031973,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0031989,1,0,1,1,1,1,1,1,0,0,1,2
ISIC_0031998,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032056,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032086,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0032088,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032108,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032124,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032132,1,1,1,1,1,1,0,0,1,0,1,2
ISIC_0032134,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032139,1,1,1,1,0,0,0,1,0,0,3,2
ISIC_0032146,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0032154,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032157,1,1,1,1,1,1,1,0,1,1,0,1
ISIC_0032203,1,1,0,0,1,1,1,1,1,1,1,1
ISIC_0032204,1,1,1,1,0,1,1,1,1,1,1,0
ISIC_0032216,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032242,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032276,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032287,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0032290,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032292,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032320,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032324,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032343,0,0,0,0,1,1,1,1,0,0,3,3
ISIC_0032348,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0032353,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032358,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032406,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032430,1,1,0,0,1,1,1,1,0,1,2,1
ISIC_0032448,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032450,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032461,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032529,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032569,1,1,1,1,0,1,1,1,1,1,1,0
ISIC_0032580,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0032598,1,1,1,1,0,1,1,1,1,1,1,0
ISIC_0032599,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032607,1,1,1,1,1,0,1,1,1,1,0,1
ISIC_0032624,0,0,0,0,0,0,1,1,1,1,3,3
ISIC_0032627,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0032636,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032659,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032677,1,1,1,1,1,0,1,0,1,0,0,3
ISIC_0032682,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032689,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032694,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0032696,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032754,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032760,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032777,1,1,0,1,1,1,1,1,0,1,2,0
ISIC_0032795,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032800,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0032820,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0032858,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0032920,0,0,1,0,0,0,1,1,0,0,3,4
ISIC_0032929,1,1,0,0,0,0,0,0,0,0,4,4
ISIC_0032944,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032950,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032953,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032954,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0032965,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032967,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0032970,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0032994,1,1,1,1,0,1,1,1,0,0,2,1
ISIC_0033032,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033067,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033068,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033070,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033080,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033094,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0033110,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033114,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033115,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0033120,0,0,1,1,0,0,0,1,1,1,3,2
ISIC_0033165,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033182,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0033183,1,0,1,1,1,1,1,1,1,0,0,2
ISIC_0033189,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0033221,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0033245,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033253,1,1,1,1,1,0,1,1,1,1,0,1
ISIC_0033255,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033316,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033330,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033382,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033503,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0033504,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033515,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033517,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033523,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0033558,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033616,1,1,1,1,0,1,1,1,1,1,1,0
ISIC_0033665,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0033687,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033698,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033707,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033737,1,1,1,1,0,0,1,1,0,0,2,2
ISIC_0033738,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0033760,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033812,1,1,1,1,0,1,1,1,0,1,2,0
ISIC_0033828,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033841,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033871,1,1,0,0,0,0,0,0,0,0,4,4
ISIC_0033878,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033921,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0033970,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0033973,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0034002,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034006,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034050,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034051,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034083,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0034084,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034090,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0034102,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034104,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034105,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034114,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034134,1,1,1,1,1,0,1,1,1,0,0,2
ISIC_0034139,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034155,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034256,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0034258,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034263,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034286,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034316,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034374,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034381,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034396,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0034399,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034417,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034420,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034421,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034431,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034445,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034449,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034459,0,0,1,1,0,0,0,0,1,1,3,3
ISIC_0034485,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0034488,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0034494,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034526,1,1,1,1,0,1,1,1,0,0,2,1
ISIC_0034552,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0034561,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034584,0,1,0,0,0,0,0,0,0,0,5,4
ISIC_0034616,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034630,1,1,1,1,1,1,1,1,0,0,1,1
ISIC_0034633,0,0,0,0,1,0,0,0,1,1,3,4
ISIC_0034718,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034738,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034739,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034746,1,1,1,1,0,1,1,1,0,0,2,1
ISIC_0034774,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034825,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0034860,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034868,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034869,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034874,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034886,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034927,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0034947,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034964,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0034968,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0034984,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035005,1,0,1,1,1,1,1,1,1,1,0,1
ISIC_0035018,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0035034,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035041,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035083,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035108,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035111,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035130,0,0,0,0,1,1,1,1,1,1,2,2
ISIC_0035133,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035162,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035216,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0035259,1,1,1,1,1,1,1,1,1,1,0,0
